User,Tweet ID,Date Created,Number of Likes,Source of Tweet,Tweet
SalikaTravel,1605111045827268610,2022-12-20 08:01:09+00:00,0,Agorapulse app,"Rute baru Batik Air Bali-Bangkok mulai 20 Jan 2023
Rencanakan liburan awal tahun dengan keluarga ke Bangkok bersama Batik Air

#SalikaTravel
#FlightInfo
#BatikAir https://t.co/CsbvY2XHmX"
BatikAirINA,1605053403276640256,2022-12-20 04:12:06+00:00,0,Freshdesk,"@azizshnd Sebelumnya kami sampaikan permohonan maaf dan terima kasih untuk kepedulian yang Bapak/Ibu sampaikan agar Batik Air menjadi lebih baik lagi kedepannya, Mohon dapat dicek DM nya
Terima kasih"
arvabhagas,1605024460134027266,2022-12-20 02:17:05+00:00,0,Twitter for Android,elah batik air maju mundur kek lagu
priskaavarell,1605024204373508103,2022-12-20 02:16:04+00:00,0,Instagram,"Mulai 20 Januari,
Rute terbaru dari Batik Air

Bisa dipesan via: Pelangi Nusantara Tiketing
WhatsApp :081338734777
https://t.co/fvFKOca2V2 https://t.co/aqMvE751Uf"
ArielPjj,1604886507663130625,2022-12-19 17:08:55+00:00,1,Twitter for Android,"Ini Qatar Airways 🇶🇦 maskapai penerbangan di Qatar 🇶🇦 hany 1 aja Krn Qatar 🇶🇦 negarany kecil, kalo Indonesia 🇮🇩 byx, maskapai penerbangan nasionalny Garuda 🇮🇩 GA, pswt domestik yg w tau Citilink 🇮🇩, Lion Air 🇮🇩, Sriwijaya 🇮🇩, Batik Air 🇮🇩, Super Air Jet 🇮🇩, dll.... https://t.co/C82eddT4b1"
JeksinH,1604858554598334464,2022-12-19 15:17:50+00:00,0,Twitter for Android,"@contactap2 Apa untuk penumpang batik air bisa dilayani untuk booster, pak? Terima kasih🙏🙏🙏"
flying_a359,1604856128835182592,2022-12-19 15:08:12+00:00,31,Twitter for iPhone,"Batik Air 🇲🇾 737 MAX 8

OD680 KUL__🛬______NRT   9M-LRJ https://t.co/7zXgkRMfju"
jeessssss___,1604848097603244034,2022-12-19 14:36:17+00:00,0,Twitter for iPhone,@Askrlfess Pantesan batik air ada refund 1 tiket
jamindependent,1604836838925307904,2022-12-19 13:51:33+00:00,0,dlvr.it,"Batik Air Buka Rute Baru Bali-Bangkok Jelang Nataru, Mulai Terbang 20 Desember 2022 https://t.co/Ox0V6LM8O9"
melvinhatesyou,1604779323717988352,2022-12-19 10:03:00+00:00,1,Twitter for iPhone,"useless counter Batik Air klia ni, nak tanya regarding flight ticker pon angguk2 suruh tunggu then xbuat apa2 ...pax xjuga ramai lol https://t.co/9kxbDHMor7"
disway_id,1604755917194477568,2022-12-19 08:30:00+00:00,0,TweetDeck,"Jelang Libur Nataru, Batik Air Buka Rute Baru Bali-Bangkok, Terbang Mulai 20 Desember 2022

#BatikAir #Liburan #LiburNataru

https://t.co/J2EundUwgt"
BatikAirINA,1604753374779510790,2022-12-19 08:19:54+00:00,0,Freshdesk,"@Jess17939558 Hi Kak, silakan cek DM ya.

Terima Kasih."
BatikAirINA,1604723463469428736,2022-12-19 06:21:02+00:00,1,Twitter Web App,"Kini, keberangkatan dan kedatangan penerbangan internasional Batik Air di Bandara Internasional Soekarno-Hatta melalui Terminal 2F. Yuk, persiapkan perjalananmu dengan cermat dan sampai jumpa di penerbangan Batik Air! https://t.co/0be4xXi7gA"
BatikAirINA,1604711148024205312,2022-12-19 05:32:06+00:00,0,Freshdesk,"@ButarbutarEzer Hai kak mohon maaf atas ketidaknyamanan yang telah terjadi. Pelaporan tersebut sudah masuk melalui email dengan report 321248, informasi berikutnya akan dilanjutkan melalui email yang sudah dikirimkan"
detikTravel,1604698528642904064,2022-12-19 04:41:57+00:00,0,detikcommunity,"Mulai 20 Januari 2023, Batik Air Terbang Bali-Bangkok, Ini Jadwalnya https://t.co/2B23sJ0gF8"
dishub_bwi,1604694448675655680,2022-12-19 04:25:45+00:00,0,Twitter for Android,"Info Bandara Internasional Banyuwangi Today 🌤️

✈️ JAKARTA 

BATIK AIR - 19 Desember 2022
ID 6591 - (A320)
REG : PK-LUI
RUTE : BWX - CGK
AIRBORNE : 08.39 LT

CITILINK - 19 Desember 2022
QG701 - (A320)
REG : PK-GLZ
RUTE : BWX-CGK 
AIRBORNE : 10.42 LT https://t.co/MLZVnH6nRN"
mmunirm3,1604672353807392768,2022-12-19 02:57:57+00:00,0,Twitter for iPhone,"@contactap2 Antara jam 09.00 - 09.30 wib
Lokasi saya setelah penerbangan batik air
Terminal 2 
Petugas di pintu kedatangan domestik terminal 2"
kumparan,1604668729773948928,2022-12-19 02:43:33+00:00,2,dlvr.it,Rute penerbangan Batik Air Bali-Bangkok PP akan dilayani satu kali setiap hari. #kumparanTRAVEL #newsupdate https://t.co/gT4ScK25ix
AnggieffanAnggi,1604652842043682816,2022-12-19 01:40:25+00:00,0,Twitter Web App,Duampak batik air 🤣👌 https://t.co/UX1tApxvxZ
DehillsN,1604596552072298497,2022-12-18 21:56:44+00:00,0,Jetpack.com,Batik Air Terbang Perdana “Tanpa Transit” BALI – BANGKOK – BALI https://t.co/ecYwFfABNn
indoflyer,1604493176881876992,2022-12-18 15:05:58+00:00,36,Twitter for Android,"Garuda Indonesia, Citilink, Sriwijaya Air, Nam Air, Batik Air, Lion Air, dan Wings Air ditetapkan kembali sebagai terlapor kartel tiket pesawat setelah Mahkamah Agung kabulkan kasasi KPPU.

https://t.co/aYcTFuo6Dh"
BatikAirINA,1604492738099044354,2022-12-18 15:04:13+00:00,0,Freshdesk,"@justaday_ Hi Kak mohon maaf atas ketidaknyamanannya. Bisa diinformasikan PIR, dan boarding pass melalui DM kami?

Terima Kasih."
AdeeologyTweets,1604488365260185600,2022-12-18 14:46:50+00:00,1,Twitter for Android,Jarang balik kosong. Hari ni bawak balik kek pulak. Kek batik air tangan adik dan puteri-puterinya. https://t.co/XMYgyGtlH4
justaday_,1604467213330952193,2022-12-18 13:22:47+00:00,0,Twitter Web App,"@lionairgroup @BatikAirINA Hallo batik air, koper saya tadi gada di bagasi, udah buat pelaporan nih. Kalau ingin dipercepat prosesnya bagaimana ya? soalnya saya butuh banget barang2 di koper tsb :"") dari jam 16.30 tadi belum ketemu :"")"
PrimaSkipm,1604464164080332801,2022-12-18 13:10:40+00:00,2,Twitter for Android,"18/12/2022
Pengawasan lalulintas pemasukan media pembawa penumpang pesawat Batik air Line Malaysi asal Malaka di Terminal Kedatangan Internasional Bandara Internasional Sultan Syarif Kasim II Pekanbaru
#KKPAccelerate #KKPGOID #MenteriKKP https://t.co/lJxNshtqcu"
PrimaSkipm,1604461687964594176,2022-12-18 13:00:50+00:00,4,Twitter for Android,"17/12/2022
Pengawasan lalulintas pemasukan media pembawa penumpang pesawat Batik air asal Malaka di Terminal Kedatangan Internasional Bandara Internasional Sultan Syarif Kasim II Pekanbaru
#KKPAccelerate #KKPGOID #MenteriKKP https://t.co/trckEoBuqn"
ber2dulu,1604458594283704320,2022-12-18 12:48:32+00:00,0,dlvr.it,Batik Air Terbang Perdana Tanpa Transit Rute Denpasar-Bangkok PP Mulai 20 Januari 2023 https://t.co/Kjfi84a1Lq https://t.co/iLudjt75vM
elektronewscom,1604445698883485696,2022-12-18 11:57:18+00:00,0,Twitter for Android,Batik Air Layani Penerbangan Makassar &amp;#8211; Singapura &amp;#8211; Malaysia https://t.co/lI5NMgpPPt
mediabantencom,1604422758439350272,2022-12-18 10:26:09+00:00,0,Revive Social App,"Mulai 20 Januari 2023, Batik Air Hubungkan Bali – Bangkok https://t.co/9JcVxk5yWY"
kompascom,1604379748754681856,2022-12-18 07:35:14+00:00,2,dlvr.it,"Pembukaan rute penerbangan langsung tanpa transit Bali-Bangkok ini, sekaligus upaya perluasan layanan penerbangan kargo Batik Air. https://t.co/mjFDCLw4pf"
KompasEkonomi,1604369882341986304,2022-12-18 06:56:02+00:00,0,KompasEkonomi,Batik Air Layani Penerbangan Langsung Bali-Bangkok Mulai 20 Januari 2023 https://t.co/m3vLsX5SUB
BTJ_AP2,1604347695967088640,2022-12-18 05:27:52+00:00,5,Twitter for Android,"Kabar gembira!!
Dari bandara @BTJ_AP2 tidak hanya melayani penerbangan domestik, Batik Air juga melayani penerbangan internasional.
Mulai tanggal 23 Desember 2022, Batik Air terbang langsung PEN-BTJ-PEN.
Semakin hari bandara SIM semakin ramai 😊

#yukkeaceh https://t.co/TJNvTsZLoP"
rinintautami,1604327329605378049,2022-12-18 04:06:56+00:00,0,Twitter for iPhone,Aneh banget ngirim bukti web check in Batik Air ke email ga nyampe2 deh
beritajatimcom,1604299670813282304,2022-12-18 02:17:02+00:00,0,dlvr.it,"Batik Air Buka Rute Penerbangan Bali – Bangkok Tanpa Transit.

Denpasar (https://t.co/ksziGGp1k3) – Batik Air (kode penerbangan ID) member of Lion Air Group mulai 20 Januari 2023 akan membuka rute. --… https://t.co/c2CbnrHLUF #Ekbis #batikair #penerbangan via @beritajatimcom"
dishub_bwi,1604292714899865601,2022-12-18 01:49:24+00:00,0,Twitter for Android,"Info Bandara Internasional Banyuwangi Today ☁️

🛬✈️ Jakarta
BATIK AIR - 18 Desember 2022
ID 6590 - (A320)
REG : PK-LAL
RUTE : CGK-BWX 
LANDING : 07.41 LT

BATIK AIR - 18 Desember 2022
ID 6591 - (A320)
REG : PK-LAL
RUTE : BWX - CGK
LANDED : 08.30 LT
REMARK:Before 5 menit https://t.co/DUMFw6IOBd"
heraldindo,1604290241866727425,2022-12-18 01:39:34+00:00,0,Jetpack.com,Batik Air Buka Rute Bali-Bangkok-Bali Tanpa Transit https://t.co/Vmm5HwFE5A
RadioElshinta,1604271221650386944,2022-12-18 00:23:59+00:00,1,TweetDeck,"07.23: Jajaran Polsubsektor Terminal 2 melaporkan situasi keberangkatan di area Konter Check In Batik Air terminal 2 Bandara Soekarno Hatta ( Minggu, 17 Desember 2022 ).
@satlantas_bsh 
#ElshintaWeekend https://t.co/xMSD1pgfB5"
beritaekonomi24,1604264940051009537,2022-12-17 23:59:02+00:00,0,dlvr.it,Batik Air Punya Rute Baru Internasional Bali https://t.co/0wWDwuztSa
HarryWidjaja8,1604247452323676160,2022-12-17 22:49:32+00:00,0,Twitter for iPhone,"Keren pelayanan Batik Air! @BatikAirINA @BatikAirID Pkl 20.36 disuruh nunggu, menjelang Subuh Pkl 03.09 baru dijawab, perlu 7 jam dan jaga malam. https://t.co/fHozYQAfxC"
BatikAirINA,1604195169078845440,2022-12-17 19:21:47+00:00,0,Freshdesk,"@dita_juna Hallo kak, bisa dibantu kirimkan kode booking tiketnya melalui DM untuk kami cek lebih lanjut."
ettaadil_jie,1604157237626540033,2022-12-17 16:51:03+00:00,0,dlvr.it,"Januari 2023, Batik Air bakal buka Penerbangan Thailand-Bali https://t.co/tJvOeWmtgK https://t.co/FHY4esDx7Q"
